,MPAA,Running Time,Genres,Title,Revenue,imdb_ids,Domestic Distributor,Domestic Opening,Earliest Release Date,Budget
284,R,1 hr 35 min,Documentary,Corman's World: Exploits of a Hollywood Rebel (2011),"{'Domestic': 7000, 'International': 7000}",tt1185371,Anchor Bay Films,7000.0,"December 16, 2011 (Domestic)",
285,,1 hr 42 min,Drama,Island (2011),{},tt1185393,,,,
286,,,Action Short,The Masked Man (2012),{},tt11855912,,,,
287,R,1 hr 39 min,Adventure Drama,Easy Rider 2: The Ride Home (2012),{},tt1185838,,,,
288,,1 hr 40 min,Comedy,Prince of Swine (2010),{},tt1186665,,,,
289,R,1 hr 58 min,Crime Drama Mystery Thriller,The Lincoln Lawyer (2011),"{'Domestic': 58009200, 'International': 28743152, 'Worldwide': 86752352}",tt1189340,Lions Gate Films,13206453.0,"March 17, 2011 (Greece)",40000000.0
290,,,Documentary,Yankee Stadium: Baseball's Cathedral (2008),{},tt11901582,,,,
291,R,1 hr 41 min,Action Horror Sci-Fi,Zone of the Dead (2009),"{'Domestic': 31401, 'International': 31401}",tt1191971,,,"February 26, 2009 (Serbia and Montenegro)",
292,PG,1 hr 47 min,Action Adventure Animation Comedy Family Western,Rango (2011),"{'Domestic': 123477607, 'International': 122246996, 'Worldwide': 245724603}",tt1192628,Paramount Pictures,38079323.0,"March 2, 2011 (EMEA)",135000000.0
293,,1 hr 25 min,Horror,Bled White (2009),{},tt1193622,,,,
294,,,Documentary,Buried Prayers (2010),{},tt1193623,,,,
295,PG-13,2 hr 15 min,Action Adventure Thriller,The Bourne Legacy (2012),"{'Domestic': 113203870, 'International': 162940880, 'Worldwide': 276144750}",tt1194173,Universal Pictures,38142825.0,"August 8, 2012 (APAC)",125000000.0
296,,1 hr 37 min,Drama,The Door (2012),"{'Domestic': 871494, 'International': 871494}",tt1194577,,,"March 8, 2012 (Hungary)",
297,R,2 hr 4 min,Comedy Drama Romance,The Five-Year Engagement (2012),"{'Domestic': 28835528, 'International': 25333835, 'Worldwide': 54169363}",tt1195478,Universal Pictures,10610060.0,"April 27, 2012 (Domestic)",30000000.0
298,R,1 hr 35 min,Comedy,Hollywood & Wine (2011),{},tt1196170,,,,
299,R,1 hr 19 min,Comedy Drama,Cougars Inc. (2011),{},tt1198075,,,,
300,PG-13,1 hr 54 min,Drama War,Dog Jack (2010),{},tt1199552,,,,
301,,1 hr,Comedy,Russell Kane: Smokescreens and Castles (2012),{},tt11996146,,,,
302,,52 min,Documentary,World Natural Heritage USA: Yellowstone National Park (2013),{},tt12005454,,,,
303,PG-13,2 hr 10 min,Adventure Family Fantasy Mystery,Harry Potter and the Deathly Hallows: Part 2 (2011),"{'Domestic': 381447587, 'International': 960912354, 'Worldwide': 1342359942}",tt1201607,Warner Bros.,169189427.0,"July 13, 2011 (EMEA, APAC)",
304,,53 min,Documentary,Adventure Bahamas 3D - Mysterious Caves and Wrecks (2012),{},tt12035574,,,,
305,,1 hr 30 min,Comedy,Dance Fu (2011),{},tt1204285,,,,
306,,1 hr 32 min,Drama,Tyrannosaur (2011),"{'Domestic': 22321, 'International': 653790, 'Worldwide': 676111}",tt1204340,Strand Releasing,7635.0,"October 7, 2011 (United Kingdom)",
307,PG,2 hr,Adventure Comedy Family Musical,The Muppets (2011),"{'Domestic': 88631237, 'International': 76553000, 'Worldwide': 165184237}",tt1204342,Walt Disney Studios Motion Pictures,29239026.0,"November 23, 2011 (Domestic)",45000000.0
308,R,1 hr 39 min,Comedy Drama,Hick (2011),{},tt1205558,,,,
309,,1 hr 40 min,Documentary,Empire Me: New Worlds Are Happening! (2011),"{'Domestic': 6018, 'International': 6018}",tt1205587,,,"January 19, 2012 (Austria)",
310,,1 hr 26 min,Adventure Biography,Portable Life (2011),"{'Domestic': 3290, 'International': 3290}",tt1206331,,,"September 21, 2011 (Belgium)",
311,PG-13,2 hr 13 min,Biography Drama Sport,Moneyball (2011),"{'Domestic': 75605492, 'International': 34600724, 'Worldwide': 110206216}",tt1210166,Sony Pictures Entertainment (SPE),19501302.0,"September 23, 2011 (Domestic)",50000000.0
312,,2 hr 7 min,Drama,Run Rabbit Run (2008),{},tt1210358,,,,
313,,,Documentary,In Search of Josephine (2012),{},tt12112268,,,,
314,R,1 hr 29 min,Drama Thriller,The Mortician (2011),{},tt1211353,,,,
315,PG,1 hr 27 min,Animation,The Lion of Judah (2011),{},tt1212022,Rocky Mountain Pictures,,"June 3, 2011 (Domestic)",
316,R,1 hr 56 min,Biography Crime Drama,Lawless (2012),"{'Domestic': 37400127, 'International': 18004080, 'Worldwide': 55404207}",tt1212450,The Weinstein Company,10001982.0,"August 29, 2012 (Domestic)",
317,R,1 hr 45 min,Action Crime Drama Mystery Thriller,Seeking Justice (2011),"{'Domestic': 411746, 'International': 13677782, 'Worldwide': 14089528}",tt1214962,Anchor Bay Films,249912.0,"September 2, 2011 (Italy)",
318,,7 min,Short,White Light/White Heat (2011),{},tt12159786,,,,
319,G,1 hr 46 min,Adventure Animation Comedy Crime Family Mystery Sci-Fi Sport,Cars 2 (2011),"{'Domestic': 191452396, 'International': 368400000, 'Worldwide': 559852396}",tt1216475,Walt Disney Studios Motion Pictures,66135507.0,"June 22, 2011 (EMEA, LATAM)",200000000.0
320,PG,1 hr 33 min,Action Adventure Animation Comedy Drama Family Fantasy Mystery,Brave (2012),"{'Domestic': 237283207, 'International': 301700000, 'Worldwide': 538983207}",tt1217209,Walt Disney Studios Motion Pictures,66323594.0,"June 21, 2012 (6 markets)",185000000.0
321,,1 hr 15 min,Animation Family Fantasy,Secret of the Wings (2012),"{'Domestic': 627018, 'International': 627018}",tt1217213,,,"November 1, 2012 (Czech Republic)",
322,R,1 hr 37 min,Action Crime Thriller,Mob Rules (2010),{},tt1217301,,,,
323,PG-13,1 hr 56 min,Action Adventure Sci-Fi,Battle Los Angeles (2011),"{'Domestic': 83552429, 'International': 128266925, 'Worldwide': 211819354}",tt1217613,Sony Pictures Entertainment (SPE),35573187.0,"March 9, 2011 (EMEA, LATAM)",70000000.0
324,,1 hr 35 min,Documentary,First Generation (2011),{},tt1218505,,,,
325,PG-13,1 hr 45 min,Sci-Fi Thriller,Limitless (2011),"{'Domestic': 79249455, 'International': 82600000, 'Worldwide': 161849455}",tt1219289,Relativity Media,18907302.0,"March 17, 2011 (APAC, EMEA)",27000000.0
326,R,1 hr 26 min,Horror Thriller,BreadCrumbs (2011),{},tt1219822,,,,
327,PG-13,1 hr 48 min,Action Adventure History Western,The Legend of Hell's Gate: An American Conspiracy (2011),{},tt1220217,,,,
328,R,1 hr 34 min,Comedy,Demoted (2011),{},tt1221207,,,,
329,G,1 hr 18 min,Documentary Family,Chimpanzee (2012),"{'Domestic': 28972764, 'International': 5851000, 'Worldwide': 34823764}",tt1222815,Walt Disney Studios Motion Pictures,10673748.0,"April 20, 2012 (Domestic)",
330,,1 hr 21 min,Documentary Family News,Disneynature: Wings of Life (2011),"{'Domestic': 192467, 'International': 192467}",tt1222816,,,"March 16, 2011 (France)",
331,PG,1 hr 42 min,Comedy Family Fantasy Romance,Zookeeper (2011),"{'Domestic': 80360843, 'International': 89491916, 'Worldwide': 169852759}",tt1222817,Sony Pictures Entertainment (SPE),20065617.0,"July 6, 2011 (APAC, LATAM)",80000000.0
332,,1 hr 29 min,Adventure Documentary,African Cats (2011),"{'Domestic': 15428747, 'International': 15429000, 'Worldwide': 30857747}",tt1223236,Walt Disney Studios Motion Pictures,6003200.0,"April 21, 2011 (LATAM, APAC)",
333,,1 hr 29 min,Documentary,Bert Stern: Original Madman (2011),"{'Domestic': 34005, 'International': 34005}",tt1223411,First Run,4691.0,"April 5, 2013 (Domestic)",
334,,1 hr 40 min,Drama Thriller,Player (2011),{},tt1223414,,,,
335,,22 min,Short,Diário (2011),{},tt12241046,,,,
336,,1 hr 46 min,Drama,The Tested (2010),{},tt1224136,,,,
337,R,1 hr 45 min,Drama Music,A Late Quartet (2012),"{'Domestic': 1562548, 'International': 4741161, 'Worldwide': 6303709}",tt1226240,Entertainment One,75279.0,"November 2, 2012 (Domestic)",
338,,1 hr 44 min,Drama War,Happy New Year (2011),"{'Domestic': 14874, 'International': 14874}",tt1226274,,,"June 17, 2011 (Türkiye)",
339,PG-13,1 hr 37 min,Drama Romance Thriller,Subject: I Love You (2011),{},tt1227182,,,,
340,,55 min,Documentary History,Dragons and Rings (2007),{},tt1227775,,,,
341,,1 hr 20 min,Horror Thriller,Rites of Spring (2011),{},tt1227789,,,,
342,PG-13,2 hr 12 min,Action Adventure Thriller,Mission: Impossible - Ghost Protocol (2011),"{'Domestic': 209397903, 'International': 485315477, 'Worldwide': 694713380}",tt1229238,Paramount Pictures,12785204.0,"December 14, 2011 (EMEA)",145000000.0
343,PG-13,2 hr,Drama Mystery Romance,Jane Eyre (2011),"{'Domestic': 11242660, 'International': 23467967, 'Worldwide': 34710627}",tt1229822,Focus Features,182885.0,"March 11, 2011 (Domestic)",
344,R,1 hr 57 min,Drama,Not Fade Away (2012),"{'Domestic': 610792, 'International': 25607, 'Worldwide': 636399}",tt1230215,Paramount Vantage,19182.0,"December 21, 2012 (Domestic)",20000000.0
345,,1 hr 30 min,Comedy Drama Family,Just Peck (2009),{},tt1230387,,,,
346,,1 hr 28 min,Drama,The Saints of Mt. Christopher (2011),{},tt1231577,,,,
347,R,1 hr 35 min,Comedy Romance,A Good Old Fashioned Orgy (2011),"{'Domestic': 200227, 'International': 1178720, 'Worldwide': 1378947}",tt1231586,The Samuel Goldwyn Company,117564.0,"September 2, 2011 (Domestic)",
348,,1 hr 30 min,Drama,Café amargo (2012),{},tt12319748,,,,
349,R,1 hr 56 min,Comedy,That's My Boy (2012),"{'Domestic': 36931089, 'International': 20788004, 'Worldwide': 57719093}",tt1232200,Sony Pictures Entertainment (SPE),13453714.0,"June 14, 2012 (Australia)",70000000.0
